lineup_id,P,C1B,2B,3B,SS,OF1,OF2,OF3,UTIL
1261,p2,c2,ut2,b3b,ut3,of1,of5,of3,ss1
1262,p2,c2,b2a,b3b,ss2,of3,of2,of4,ut2
1263,p2,c2,b2b,b3a,ut3,of3,of2,of4,ut1
1264,p1,ut1,b2a,b3b,ss2,of3,of5,of2,ss1
1265,p2,ut1,b2a,b3a,ss1,of3,of2,of5,b2b
1266,p2,c2,b2b,b3b,ss1,of3,of2,of4,ut3
1267,p2,c2,b2a,b3b,ss2,of3,of1,of4,b2b
1268,p1,c1,ut2,b3b,ss1,of2,of5,of3,of1
1269,p2,c1,b2a,b3b,ss1,of3,of2,of4,ut2
1270,p1,c1,ut2,b3b,ss1,of2,of3,of5,b2b
1271,p2,ut1,b2b,b3b,ut3,of2,of3,of5,ss1
1272,p1,c1,b2a,b3b,ut3,of2,of1,of4,of5
1273,p2,ut1,ut2,b3a,ss1,of1,of3,of4,c1
1274,p2,c1,b2a,b3a,ss1,of2,of3,of1,ut2
1275,p2,c2,b2b,b3a,ut3,of2,of3,of4,ut2
1276,p2,c1,b2b,b3a,ut3,of2,of1,of5,ss2
1277,p2,c1,b2a,b3a,ss2,of5,of2,of3,ut2
1278,p1,c1,b2b,b3b,ss2,of4,of1,of2,of5
1279,p1,ut1,b2a,b3b,ut3,of2,of1,of5,of4
1280,p1,ut1,b2b,b3a,ss1,of4,of2,of3,c1
1281,p1,c2,b2a,b3a,ss2,of5,of3,of2,c1
1282,p2,c2,b2b,b3b,ss1,of2,of4,of1,ut3
1283,p1,ut1,b2a,b3b,ss2,of4,of1,of3,ut3
1284,p2,ut1,b2a,b3b,ut3,of1,of2,of4,b3a
1285,p1,c2,b2b,b3b,ss2,of3,of1,of4,ut2
1286,p2,c1,ut2,b3a,ss2,of2,of4,of5,b3b
1287,p2,ut1,b2a,b3a,ss2,of3,of2,of4,b2b
1288,p1,c2,b2b,b3a,ss1,of2,of3,of4,of1
1289,p2,c1,b2a,b3a,ss2,of1,of5,of4,ut1
1290,p2,ut1,ut2,b3a,ss2,of1,of3,of2,c1
1291,p2,c1,ut2,b3b,ss1,of1,of3,of4,of5
1292,p2,c1,b2b,b3a,ss1,of5,of3,of2,ut1
1293,p2,ut1,ut2,b3a,ut3,of1,of5,of3,ss1
1294,p1,c1,b2b,b3a,ss2,of4,of2,of3,of1
1295,p1,ut1,b2a,b3a,ut3,of2,of4,of5,ss1
1296,p2,c2,b2b,b3a,ut3,of1,of2,of5,ss2
1297,p1,c2,ut2,b3a,ss2,of5,of3,of2,c1
1298,p1,ut1,b2a,b3a,ut3,of2,of5,of4,c2
1299,p2,c2,ut2,b3b,ut3,of3,of5,of2,c1
1300,p2,c2,ut2,b3b,ss2,of1,of5,of2,ut1
1301,p1,c1,b2b,b3b,ut3,of2,of5,of3,c2
1302,p1,ut1,b2a,b3a,ss2,of3,of5,of4,c2
1303,p2,c2,ut2,b3a,ss2,of5,of1,of3,ss1
1304,p1,c1,b2b,b3b,ss2,of3,of4,of2,b3a
1305,p1,ut1,b2b,b3a,ss2,of5,of3,of1,c2
1306,p2,c2,ut2,b3b,ss2,of1,of2,of3,of5
1307,p2,c2,b2a,b3b,ss2,of1,of4,of3,c1
1308,p1,c2,ut2,b3a,ss2,of1,of2,of4,b3b
1309,p1,c1,b2b,b3a,ss1,of2,of3,of5,ut3
1310,p2,c2,b2a,b3b,ss2,of2,of3,of1,ut3
1311,p2,ut1,b2b,b3b,ss1,of1,of2,of4,b3a
1312,p2,ut1,b2a,b3a,ut3,of2,of1,of3,b2b
1313,p1,c1,b2a,b3a,ss2,of5,of2,of4,ut1
1314,p2,c2,b2a,b3b,ss1,of2,of5,of1,ut2
1315,p1,ut1,b2a,b3b,ut3,of1,of5,of4,b3a
1316,p1,c2,b2a,b3b,ss2,of4,of5,of1,ut3
1317,p2,c2,ut2,b3b,ss1,of3,of4,of5,of2
1318,p1,c1,b2a,b3b,ss1,of2,of4,of5,ss2
1319,p1,c1,b2b,b3b,ss2,of3,of1,of4,ut2
1320,p1,c1,ut2,b3a,ut3,of5,of3,of2,b2b
1321,p2,c1,b2b,b3a,ss2,of2,of3,of1,of5
1322,p1,c2,b2b,b3b,ss1,of3,of5,of1,ut3
1323,p1,ut1,ut2,b3b,ut3,of1,of2,of3,ss1
1324,p1,ut1,ut2,b3b,ss1,of2,of5,of4,of3
1325,p1,c2,b2a,b3b,ss1,of2,of3,of5,b2b
1326,p2,c2,ut2,b3b,ut3,of1,of4,of3,of5
1327,p2,c1,b2b,b3a,ss1,of1,of2,of4,b2a
1328,p1,c2,ut2,b3b,ss1,of2,of3,of4,b3a
1329,p2,c2,ut2,b3b,ss2,of2,of4,of3,b3a
1330,p1,c2,b2a,b3b,ss1,of4,of5,of1,ut3
1331,p2,c2,ut2,b3b,ut3,of3,of5,of4,c1
1332,p1,c1,b2b,b3b,ut3,of2,of5,of1,b3a
1333,p1,c2,ut2,b3b,ss2,of3,of4,of2,of5
1334,p2,c1,ut2,b3a,ss1,of3,of5,of4,c2
1335,p1,c2,b2b,b3b,ut3,of1,of2,of3,c1
1336,p2,c2,b2b,b3a,ss1,of2,of4,of1,of5
1337,p1,c1,ut2,b3b,ss2,of5,of4,of1,c2
1338,p1,c1,b2b,b3a,ss2,of2,of3,of4,c2
1339,p1,c2,ut2,b3b,ss1,of5,of1,of4,b2b
1340,p2,c1,b2a,b3b,ss1,of3,of4,of5,b2b
1341,p2,ut1,b2a,b3a,ss1,of1,of3,of5,ss2
1342,p1,c2,b2b,b3b,ss1,of2,of1,of4,ut2
1343,p2,c1,b2b,b3b,ut3,of1,of2,of3,ut1
1344,p1,ut1,ut2,b3a,ss1,of1,of5,of4,b2a
1345,p1,c1,ut2,b3b,ss2,of2,of1,of4,of5
1346,p1,c1,ut2,b3a,ss2,of2,of5,of4,ut1
1347,p2,c1,ut2,b3b,ss2,of1,of5,of2,ut1
1348,p1,c2,b2a,b3a,ss2,of2,of5,of4,ut3
1349,p2,c2,b2a,b3a,ss2,of3,of5,of1,ut3
1350,p2,c2,b2b,b3b,ut3,of2,of3,of4,c1
1351,p2,c2,b2a,b3a,ut3,of2,of3,of5,b2b
1352,p2,c1,ut2,b3b,ss1,of4,of5,of1,ut3
1353,p1,ut1,b2b,b3a,ut3,of2,of5,of4,of3
1354,p2,c2,b2b,b3a,ut3,of1,of2,of4,of3
1355,p1,ut1,b2b,b3a,ss2,of3,of2,of4,b2a
1356,p1,c2,b2a,b3a,ss2,of3,of4,of5,b2b
1357,p2,ut1,ut2,b3a,ss2,of4,of2,of3,ss1
1358,p1,c1,b2a,b3b,ss2,of2,of3,of1,ut3
1359,p2,ut1,b2b,b3a,ss2,of4,of3,of5,ut3
1360,p1,ut1,b2b,b3b,ut3,of4,of3,of5,ss1
1361,p2,c2,b2a,b3b,ut3,of3,of1,of5,b2b
1362,p2,c2,ut2,b3a,ss2,of3,of4,of5,ss1
1363,p2,c1,ut2,b3b,ss2,of1,of5,of4,b3a
1364,p2,c1,b2b,b3b,ss2,of4,of3,of5,ss1
1365,p1,c1,b2b,b3a,ut3,of2,of5,of3,ut1
1366,p1,ut1,b2a,b3a,ut3,of2,of4,of5,of1
1367,p2,c1,ut2,b3a,ss2,of5,of4,of1,ss1
1368,p1,c2,b2b,b3a,ss1,of2,of5,of4,b2a
1369,p1,c2,b2a,b3b,ss1,of5,of1,of4,b2b
1370,p2,c2,b2b,b3b,ut3,of1,of3,of4,ut1
1371,p1,c2,ut2,b3b,ss1,of3,of5,of1,ut3
1372,p2,c2,b2b,b3a,ss1,of1,of5,of2,ss2
1373,p2,c2,ut2,b3b,ut3,of2,of1,of3,ss1
1374,p1,ut1,b2a,b3a,ut3,of2,of4,of5,ut2
1375,p2,c1,b2a,b3a,ss2,of5,of2,of4,ut2
1376,p2,ut1,b2b,b3b,ss1,of1,of3,of2,ut3
1377,p1,c2,b2a,b3b,ss2,of5,of1,of4,b2b
1378,p1,c2,b2b,b3a,ss2,of3,of2,of4,b2a
1379,p2,c2,b2b,b3b,ss1,of2,of3,of1,ut3
1380,p2,c1,b2a,b3a,ss2,of2,of1,of3,ut1
1381,p1,c1,b2a,b3b,ss2,of3,of5,of1,ut3
1382,p1,ut1,b2a,b3a,ut3,of1,of5,of3,ss1
1383,p2,c1,ut2,b3a,ss1,of1,of4,of5,c2
1384,p1,c1,b2a,b3a,ss1,of2,of3,of1,ut2
1385,p1,ut1,b2a,b3b,ut3,of2,of4,of5,ut2
1386,p1,c1,b2b,b3a,ss2,of4,of5,of2,ut1
1387,p1,c1,b2b,b3a,ut3,of4,of1,of2,ut1
1388,p2,c2,ut2,b3b,ss1,of1,of3,of4,ut1
1389,p1,c1,ut2,b3a,ss2,of3,of5,of4,c2
1390,p2,c2,b2b,b3a,ss1,of4,of5,of3,of1
1391,p2,c2,b2b,b3b,ut3,of4,of5,of1,ut2
1392,p2,ut1,b2a,b3a,ss1,of2,of4,of5,of1
1393,p1,c1,b2a,b3b,ss2,of2,of5,of4,of3
1394,p1,c2,b2b,b3b,ut3,of2,of3,of5,b3a
1395,p2,c2,b2a,b3a,ss2,of1,of4,of5,ss1
1396,p2,c1,b2b,b3b,ss1,of1,of2,of4,ut3
1397,p2,ut1,b2b,b3a,ss2,of1,of2,of3,ut2
1398,p1,c1,b2a,b3a,ss2,of2,of1,of3,ut2
1399,p2,c1,b2b,b3b,ut3,of4,of3,of5,ss1
1400,p1,ut1,b2b,b3b,ss2,of2,of4,of5,b2a
1401,p2,c2,b2b,b3a,ut3,of1,of3,of5,ut1
1402,p1,c2,b2b,b3b,ss2,of3,of4,of5,b3a
1403,p2,c1,b2b,b3b,ss2,of1,of3,of4,ut1
1404,p2,c2,b2b,b3b,ss1,of4,of1,of5,b3a
1405,p2,ut1,ut2,b3b,ut3,of3,of2,of5,ss2
1406,p1,c2,b2b,b3a,ut3,of1,of2,of3,ss2
1407,p1,c2,ut2,b3b,ss2,of2,of1,of4,of5
1408,p2,ut1,b2a,b3a,ss2,of1,of5,of4,ut3
1409,p1,ut1,b2b,b3a,ss2,of5,of2,of4,ss1
1410,p2,c2,b2a,b3b,ut3,of2,of5,of4,of3
1411,p1,c1,b2a,b3b,ss1,of2,of4,of1,ut3
1412,p1,c1,b2b,b3a,ss2,of2,of5,of3,ut1
1413,p2,c1,b2a,b3b,ss1,of3,of2,of5,b2b
1414,p2,ut1,ut2,b3a,ss1,of1,of4,of3,b2b
1415,p1,c2,b2a,b3b,ss1,of5,of1,of4,ut2
1416,p1,c1,b2b,b3a,ss2,of1,of5,of3,b3b
1417,p2,ut1,ut2,b3a,ut3,of1,of2,of3,ss2
1418,p2,c1,b2b,b3a,ut3,of1,of5,of3,ut2
1419,p2,ut1,b2b,b3a,ut3,of5,of2,of4,ss2
1420,p1,c2,b2b,b3b,ss2,of2,of4,of1,b3a
1421,p2,c2,b2b,b3b,ss2,of2,of5,of3,ut1
1422,p2,ut1,ut2,b3b,ut3,of5,of4,of1,c1
1423,p2,ut1,ut2,b3b,ss2,of2,of1,of3,of5
1424,p2,c1,b2b,b3b,ss1,of3,of2,of4,ut1
1425,p2,c2,ut2,b3a,ss1,of3,of2,of1,c1
1426,p1,ut1,b2a,b3a,ss2,of5,of2,of1,c2
1427,p1,ut1,b2b,b3a,ss1,of1,of5,of4,b2a
1428,p1,c1,ut2,b3a,ut3,of5,of4,of2,ut1
1429,p2,c2,b2b,b3b,ut3,of5,of2,of4,ss2
1430,p1,c1,b2b,b3b,ut3,of1,of5,of2,ut1
1431,p2,c1,ut2,b3b,ss2,of3,of1,of5,of2
1432,p2,ut1,b2a,b3b,ut3,of1,of4,of5,b3a
1433,p2,c1,ut2,b3a,ut3,of1,of2,of3,ss1
1434,p2,c1,b2a,b3a,ss1,of5,of3,of1,ut2
1435,p2,c2,b2b,b3b,ss2,of2,of5,of3,b3a
1436,p1,c2,b2a,b3b,ss2,of3,of5,of1,ut3
1437,p2,c2,b2a,b3a,ss2,of2,of1,of5,b2b
1438,p2,ut1,b2a,b3b,ut3,of2,of1,of4,ut2
1439,p2,c2,b2b,b3b,ut3,of3,of5,of1,c1
1440,p2,c1,b2b,b3b,ut3,of4,of1,of5,ss1
1441,p2,c2,ut2,b3a,ss1,of4,of3,of5,ut1
1442,p2,ut1,ut2,b3a,ss2,of3,of2,of5,ut3
1443,p1,c2,ut2,b3a,ss2,of1,of4,of2,ss1
1444,p2,c2,b2b,b3a,ut3,of2,of5,of4,ss2
1445,p2,c2,b2b,b3a,ss1,of1,of3,of5,c1
1446,p1,c1,b2b,b3a,ss1,of4,of5,of3,ut2
1447,p1,ut1,b2b,b3a,ss2,of5,of3,of1,b3b
1448,p2,c1,ut2,b3a,ut3,of5,of4,of2,ut1
1449,p1,c2,b2b,b3a,ss2,of2,of5,of4,of1
1450,p1,c1,ut2,b3b,ut3,of5,of4,of2,ut1
1451,p1,c1,ut2,b3a,ss2,of2,of4,of1,b2b
1452,p1,c1,b2b,b3a,ss2,of3,of4,of1,c2
1453,p2,c1,b2b,b3a,ss2,of4,of1,of5,ss1
1454,p1,c1,b2b,b3b,ss1,of1,of2,of3,ut1
1455,p2,c2,b2b,b3b,ss2,of2,of1,of5,ut3
1456,p2,c1,b2b,b3b,ut3,of3,of1,of4,ss1
1457,p2,c2,b2b,b3b,ss1,of4,of5,of1,b2a
1458,p1,c2,b2b,b3a,ss1,of4,of2,of3,b3b
1459,p1,c2,b2b,b3a,ss2,of3,of5,of4,of1
1460,p1,ut1,b2a,b3b,ut3,of3,of1,of4,ut2
1461,p1,ut1,b2b,b3a,ss1,of2,of4,of1,c1
1462,p1,c1,b2b,b3b,ss1,of2,of3,of5,ss2
1463,p2,c1,ut2,b3b,ss1,of5,of1,of2,b2a
1464,p1,c1,ut2,b3a,ss2,of2,of4,of3,ut1
1465,p1,ut1,b2b,b3b,ss1,of3,of1,of4,ut3
1466,p1,c2,ut2,b3b,ss1,of2,of4,of5,ut3
1467,p1,c1,ut2,b3b,ut3,of3,of1,of4,of2
1468,p2,c2,b2a,b3b,ut3,of1,of5,of2,b3a
1469,p1,ut1,b2b,b3a,ss1,of5,of3,of1,ut3
1470,p2,c2,ut2,b3a,ut3,of5,of2,of4,c1
1471,p2,c1,ut2,b3a,ss1,of2,of1,of5,c2
1472,p2,c2,b2a,b3a,ss2,of5,of3,of2,ut2
1473,p2,c2,ut2,b3b,ss2,of2,of5,of3,b2a
1474,p2,c1,b2a,b3b,ut3,of1,of3,of5,b2b
1475,p2,c1,ut2,b3a,ss1,of1,of2,of5,b3b
1476,p1,c1,ut2,b3a,ss2,of5,of4,of3,ut1
1477,p1,c2,b2b,b3b,ss2,of4,of5,of3,of1
1478,p1,ut1,b2b,b3b,ss1,of2,of4,of5,b3a
1479,p1,c1,b2b,b3a,ut3,of4,of5,of2,ut1
1480,p2,ut1,b2a,b3a,ss1,of5,of1,of3,b2b
1481,p2,c2,b2b,b3b,ut3,of3,of5,of1,of2
1482,p2,c1,ut2,b3b,ss1,of2,of5,of3,ut1
1483,p1,ut1,ut2,b3b,ss1,of2,of5,of4,ss2
1484,p1,ut1,b2a,b3b,ss1,of1,of3,of4,c1
1485,p1,ut1,b2b,b3b,ss2,of3,of4,of5,b2a
1486,p2,ut1,ut2,b3b,ss2,of1,of2,of4,b2a
1487,p1,c2,b2b,b3b,ut3,of1,of5,of2,ut1
1488,p2,ut1,b2a,b3b,ut3,of1,of5,of3,of4
1489,p2,ut1,ut2,b3b,ss1,of1,of2,of4,b2a
1490,p2,c2,ut2,b3a,ut3,of2,of1,of3,ss1
1491,p2,ut1,b2a,b3a,ss1,of1,of5,of4,ut3
1492,p1,c2,b2a,b3a,ss2,of3,of2,of5,b2b
1493,p1,ut1,b2b,b3b,ss2,of3,of1,of4,c1
1494,p1,c1,b2b,b3a,ss1,of4,of5,of1,ut3
1495,p2,c1,ut2,b3a,ss2,of1,of2,of4,ut3
1496,p1,ut1,b2a,b3b,ss2,of2,of4,of3,b3a
1497,p1,ut1,b2b,b3a,ss1,of2,of4,of5,ut3
1498,p2,c1,b2b,b3b,ss2,of1,of5,of3,ut2
1499,p1,c1,ut2,b3a,ss2,of1,of3,of5,c2
1500,p1,c1,b2b,b3a,ss2,of3,of1,of5,b2a
1501,p1,c2,b2a,b3b,ut3,of4,of5,of3,ut2
1502,p1,c2,ut2,b3b,ss1,of3,of5,of1,ss2
1503,p1,c2,ut2,b3a,ss1,of5,of1,of2,b2b
1504,p1,c2,b2a,b3a,ss2,of2,of5,of3,ut1
1505,p2,c2,ut2,b3a,ss2,of1,of2,of5,ss1
1506,p1,ut1,b2a,b3a,ss2,of2,of4,of5,ss1
1507,p2,ut1,b2a,b3b,ss2,of4,of2,of3,ss1
1508,p2,c1,ut2,b3b,ss2,of5,of4,of3,b2b
1509,p2,c1,b2b,b3b,ss2,of2,of5,of4,ut1
1510,p2,ut1,b2b,b3b,ut3,of3,of5,of1,of2
1511,p1,c2,ut2,b3b,ss2,of2,of1,of3,ut3
1512,p2,ut1,b2a,b3b,ss1,of2,of5,of3,b2b
1513,p1,c1,b2b,b3b,ss2,of4,of2,of3,of1
1514,p2,ut1,ut2,b3a,ss1,of1,of2,of4,ss2
1515,p1,ut1,b2b,b3a,ss2,of5,of2,of3,c2
1516,p1,c2,b2a,b3a,ut3,of1,of4,of2,b2b
1517,p1,c1,b2b,b3a,ss2,of2,of1,of3,ut2
1518,p2,ut1,b2a,b3b,ss1,of1,of4,of3,ss2
1519,p2,c1,b2b,b3b,ut3,of1,of4,of3,of5
1520,p1,c1,ut2,b3b,ss1,of3,of5,of2,b2a
1521,p2,ut1,ut2,b3b,ss1,of2,of4,of3,of1
1522,p2,c2,ut2,b3a,ut3,of2,of1,of4,ss1
1523,p2,ut1,ut2,b3a,ut3,of1,of5,of3,ss2
1524,p1,c2,ut2,b3a,ss2,of3,of2,of4,b2a
1525,p2,c2,ut2,b3b,ut3,of3,of4,of1,c1
1526,p2,c2,b2a,b3b,ss1,of4,of2,of3,ut2
1527,p2,c1,b2a,b3b,ss2,of3,of4,of1,of5
1528,p2,c1,b2b,b3b,ss2,of1,of2,of3,ut1
1529,p2,c2,b2b,b3a,ss2,of5,of3,of2,of1
1530,p2,c1,ut2,b3a,ut3,of1,of5,of3,c2
1531,p2,c2,b2b,b3b,ut3,of1,of4,of3,of5
1532,p1,c1,ut2,b3a,ut3,of1,of3,of2,ut1
1533,p1,ut1,ut2,b3b,ss2,of2,of5,of4,c2
1534,p1,ut1,b2a,b3a,ss2,of4,of3,of5,ss1
1535,p2,c1,b2b,b3a,ut3,of2,of4,of5,b3b
1536,p1,c2,ut2,b3a,ss2,of2,of5,of4,of1
1537,p1,c2,ut2,b3b,ss1,of5,of3,of2,ut1
1538,p2,c2,ut2,b3b,ss2,of3,of5,of1,ut3
1539,p1,c2,b2b,b3b,ss2,of2,of5,of3,ss1
1540,p1,ut1,ut2,b3a,ss1,of2,of5,of4,of3
1541,p1,c1,b2b,b3b,ss2,of3,of4,of5,b2a
1542,p1,ut1,ut2,b3a,ss1,of2,of1,of4,of3
1543,p2,c1,ut2,b3b,ss2,of2,of5,of3,ss1
1544,p1,ut1,b2a,b3b,ss1,of1,of4,of3,ut3
1545,p1,c1,b2b,b3b,ss1,of1,of4,of5,ut2
1546,p2,c1,ut2,b3b,ss2,of2,of1,of3,ss1
1547,p2,c2,ut2,b3b,ss1,of2,of3,of4,ut1
1548,p2,c2,ut2,b3a,ss2,of1,of4,of2,ss1
1549,p1,ut1,b2b,b3b,ss1,of3,of5,of4,c1
1550,p1,c2,b2a,b3b,ss1,of3,of1,of4,ut2
1551,p2,ut1,ut2,b3b,ss1,of1,of4,of2,ss2
1552,p2,c1,b2b,b3b,ss1,of4,of5,of3,ut2
1553,p2,c1,b2a,b3b,ss2,of1,of5,of3,ut2
1554,p1,c2,ut2,b3a,ss2,of1,of4,of3,ss1
1555,p1,c2,b2b,b3b,ss1,of2,of3,of1,ut3
1556,p2,c2,ut2,b3a,ut3,of3,of2,of1,c1
1557,p1,ut1,b2a,b3b,ss1,of2,of3,of5,b2b
1558,p2,c2,ut2,b3a,ss2,of5,of1,of4,b2b
1559,p1,ut1,ut2,b3b,ss2,of2,of1,of4,ut3
1560,p1,ut1,ut2,b3a,ut3,of1,of2,of5,ss1
1561,p2,c1,ut2,b3b,ut3,of3,of2,of5,ss2
1562,p2,ut1,ut2,b3a,ss2,of3,of2,of4,ut3
1563,p2,c2,b2a,b3b,ss1,of2,of3,of4,b3a
1564,p2,c2,ut2,b3a,ss1,of1,of2,of5,ut1
1565,p1,c1,b2b,b3a,ss2,of3,of1,of2,ut1
1566,p1,ut1,ut2,b3a,ss1,of1,of2,of3,ss2
1567,p1,c2,b2b,b3a,ss1,of5,of2,of4,ut3
1568,p2,c1,b2a,b3b,ss2,of1,of4,of2,of5
1569,p1,c1,ut2,b3a,ss2,of1,of5,of4,ut1
1570,p1,c2,ut2,b3a,ut3,of2,of5,of3,ss1
1571,p2,ut1,b2b,b3a,ss2,of1,of2,of5,of3
1572,p1,c1,b2a,b3b,ss2,of3,of1,of4,ss1
1573,p2,ut1,ut2,b3b,ss2,of3,of2,of4,ut3
1574,p2,c2,b2a,b3b,ss2,of1,of5,of4,of3
1575,p1,c2,b2b,b3a,ss1,of3,of4,of2,of5
1576,p2,c2,b2a,b3a,ss2,of2,of3,of1,ut3
1577,p2,c2,b2a,b3a,ss1,of4,of1,of5,ut1
1578,p1,ut1,b2a,b3a,ut3,of3,of1,of5,b2b
1579,p2,ut1,b2a,b3a,ss2,of2,of1,of5,of3
1580,p1,ut1,b2b,b3b,ss1,of3,of4,of5,b3a
1581,p1,ut1,b2b,b3b,ss2,of5,of2,of1,ut3
1582,p1,c2,b2a,b3b,ss1,of1,of3,of5,b3a
1583,p2,c1,b2b,b3a,ss2,of2,of1,of4,ut3
1584,p2,ut1,b2b,b3a,ss2,of1,of2,of4,b2a
1585,p2,c1,b2a,b3a,ss1,of4,of1,of5,b2b
1586,p2,c2,b2b,b3b,ss1,of4,of5,of3,ut1
1587,p1,ut1,ut2,b3b,ss2,of1,of5,of4,c1
1588,p2,c2,ut2,b3b,ss2,of1,of5,of2,c1
1589,p2,ut1,b2b,b3a,ut3,of1,of5,of3,ut2
1590,p2,c2,ut2,b3b,ss2,of1,of5,of4,ut1
1591,p1,ut1,ut2,b3a,ss2,of2,of5,of4,c2
1592,p1,ut1,ut2,b3a,ss2,of3,of5,of4,c2
1593,p2,c1,b2b,b3b,ut3,of1,of2,of5,ss1
1594,p1,c1,b2b,b3b,ut3,of2,of1,of4,ut2
1595,p1,ut1,b2a,b3a,ss2,of1,of5,of3,ss1
1596,p2,c2,b2b,b3a,ss2,of2,of5,of1,b3b
1597,p2,ut1,b2a,b3b,ut3,of1,of4,of3,ss2
1598,p2,ut1,b2b,b3a,ss2,of3,of1,of5,ut2
1599,p2,ut1,b2a,b3a,ss2,of1,of2,of5,of4
1600,p1,c1,ut2,b3b,ss1,of2,of3,of1,ut3
1601,p2,c2,b2b,b3a,ss1,of2,of3,of4,c1
1602,p2,c2,ut2,b3a,ut3,of5,of2,of4,b2a
1603,p2,c1,b2b,b3a,ut3,of1,of5,of4,ut1
1604,p2,ut1,b2a,b3a,ss2,of2,of1,of5,ut2
1605,p2,c2,b2b,b3b,ss1,of4,of5,of3,of1
1606,p1,ut1,b2a,b3b,ut3,of2,of4,of5,c2
1607,p2,ut1,ut2,b3b,ss1,of3,of1,of4,ss2
1608,p1,ut1,b2b,b3a,ss1,of5,of2,of3,c1
1609,p1,c2,b2b,b3b,ss2,of4,of5,of1,of2
1610,p1,c1,ut2,b3b,ut3,of1,of5,of3,b2a
1611,p2,c2,b2a,b3b,ss1,of1,of3,of5,b2b
1612,p2,ut1,b2b,b3b,ss2,of2,of1,of4,of5
1613,p2,c2,b2b,b3b,ut3,of2,of5,of1,ut2
1614,p2,c2,b2a,b3b,ut3,of1,of3,of2,b2b
1615,p1,ut1,ut2,b3a,ss1,of2,of3,of1,of5
1616,p2,ut1,b2b,b3a,ut3,of3,of2,of5,ss1
1617,p1,ut1,b2b,b3a,ss1,of1,of2,of5,ss2
1618,p2,c1,b2a,b3a,ss1,of2,of5,of4,ut1
1619,p1,c1,b2b,b3b,ss1,of5,of3,of1,b3a
1620,p1,c2,ut2,b3b,ss1,of3,of4,of2,of5
1621,p2,ut1,b2b,b3b,ss2,of4,of1,of5,b2a
1622,p2,c1,b2b,b3a,ss1,of4,of5,of3,of1
1623,p2,ut1,ut2,b3b,ss2,of1,of4,of2,of5
1624,p2,c2,b2a,b3b,ut3,of1,of4,of2,b2b
1625,p1,c1,b2a,b3b,ss2,of3,of5,of1,of2
1626,p2,c1,ut2,b3a,ss2,of1,of5,of3,ut3
1627,p2,ut1,b2b,b3b,ss1,of3,of4,of2,ut3
1628,p2,c1,b2a,b3a,ss1,of4,of2,of5,b2b
1629,p1,ut1,b2a,b3a,ss1,of1,of3,of4,b2b
1630,p1,c2,b2a,b3a,ut3,of3,of1,of5,ss2
1631,p1,c2,b2b,b3a,ss1,of3,of4,of1,of5
1632,p2,c2,ut2,b3a,ss1,of4,of2,of5,b2b
1633,p2,ut1,ut2,b3b,ss1,of3,of4,of5,c1
1634,p1,ut1,b2b,b3b,ss2,of5,of4,of2,c2
1635,p2,c1,b2b,b3b,ss2,of2,of5,of1,ut2
1636,p1,c2,b2b,b3b,ss2,of3,of1,of2,ut3
1637,p2,c1,ut2,b3a,ss1,of1,of2,of4,c2
1638,p1,c2,b2a,b3a,ss1,of1,of5,of2,ut1
1639,p1,ut1,ut2,b3b,ut3,of2,of3,of5,ss1
1640,p1,ut1,b2b,b3b,ss2,of2,of3,of5,ss1
1641,p2,c2,b2b,b3b,ut3,of1,of3,of4,ss1
1642,p1,c2,b2a,b3a,ss2,of4,of3,of2,ut1
1643,p1,c2,b2b,b3a,ss1,of2,of5,of3,ss2
1644,p2,ut1,b2a,b3b,ss1,of1,of3,of4,b2b
1645,p1,c2,b2a,b3b,ss2,of1,of3,of5,b2b
1646,p2,c1,ut2,b3a,ss2,of4,of2,of5,b2b
1647,p2,c2,b2b,b3a,ss2,of4,of5,of3,ut2
1648,p1,ut1,ut2,b3b,ut3,of2,of4,of1,c1
1649,p2,c1,b2b,b3b,ss1,of3,of2,of4,of5
1650,p2,c2,b2b,b3a,ss2,of1,of3,of5,of4
1651,p2,c1,b2b,b3b,ss2,of4,of2,of5,of1
1652,p1,ut1,b2b,b3a,ss2,of5,of2,of4,ut3
1653,p1,c2,ut2,b3b,ut3,of2,of3,of5,b3a
1654,p2,c2,ut2,b3b,ss2,of1,of4,of5,ss1
1655,p2,c1,ut2,b3a,ss1,of1,of2,of4,b3b
1656,p2,c1,b2b,b3a,ss2,of2,of1,of3,ut3
1657,p1,c1,b2b,b3b,ss2,of3,of1,of4,b3a
1658,p2,ut1,ut2,b3a,ss2,of1,of2,of4,c1
1659,p2,c2,b2a,b3b,ss2,of3,of1,of5,b2b
1660,p1,ut1,b2a,b3b,ss2,of1,of5,of4,of3
1661,p1,ut1,b2a,b3b,ut3,of1,of4,of3,of5
1662,p2,ut1,b2a,b3a,ut3,of3,of1,of5,b2b
1663,p1,ut1,b2a,b3a,ss2,of3,of2,of5,ss1
1664,p2,ut1,b2b,b3a,ss1,of1,of2,of5,c1
1665,p1,c1,b2a,b3b,ss1,of1,of3,of4,of2
1666,p1,c2,b2a,b3b,ut3,of3,of4,of2,ut1
1667,p1,ut1,b2b,b3a,ss2,of2,of4,of1,of5
1668,p1,c1,b2b,b3b,ut3,of1,of3,of5,ss2
1669,p2,ut1,b2a,b3b,ss2,of5,of2,of3,of4
1670,p1,ut1,ut2,b3a,ut3,of2,of4,of5,b2b
